layer,category,automatic_index,expert_index,automatic_span,expert_span,automatic_label,expert_label,automatic_text,expert_text,score,raw_feature_differences,normalized_feature_differences,exclusion_reason
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,9,9,11405:11424,11405:11424,detection,detection,r = 19.02 +/- 0.03,r = 19.02 +/- 0.03,1.00000000,"{""certainty"":{""automatic"":""tentative"",""expert"":""confirmed""},""comment"":{""automatic"":"""",""expert"":""need to compute mid time""},""exposure_time_raw"":{""automatic"":"""",""expert"":""16min""},""instrument"":{""automatic"":""GOTO"",""expert"":""COLIBRI""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_start""},""timezone_raw"":{""automatic"":"""",""expert"":""UT""}}","{""certainty"":{""automatic"":""tentative"",""expert"":""confirmed""},""comment"":{""automatic"":"""",""expert"":""need to compute mid time""},""exposure_time_raw"":{""automatic"":"""",""expert"":""16min""},""instrument"":{""automatic"":""GOTO"",""expert"":""COLIBRI""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_start""},""timezone_raw"":{""automatic"":"""",""expert"":""UT""}}",
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,10,10,11424:11443,11424:11443,detection,detection,i = 18.61 +/- 0.11,i = 18.61 +/- 0.11,1.00000000,"{""certainty"":{""automatic"":""tentative"",""expert"":""confirmed""},""comment"":{""automatic"":"""",""expert"":""mid time to compute""},""exposure_time_raw"":{""automatic"":"""",""expert"":""15min""},""instrument"":{""automatic"":""GOTO"",""expert"":""COLIRBI""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_start""},""timezone_raw"":{""automatic"":"""",""expert"":""UT""}}","{""certainty"":{""automatic"":""tentative"",""expert"":""confirmed""},""comment"":{""automatic"":"""",""expert"":""mid time to compute""},""exposure_time_raw"":{""automatic"":"""",""expert"":""15min""},""instrument"":{""automatic"":""GOTO"",""expert"":""COLIRBI""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_start""},""timezone_raw"":{""automatic"":"""",""expert"":""UT""}}",
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,11,11,11443:11462,11443:11462,detection,detection,z = 18.54 +/- 0.08,z = 18.54 +/- 0.08,1.00000000,"{""comment"":{""automatic"":"""",""expert"":""mid time to compute""},""exposure_time_raw"":{""automatic"":"""",""expert"":""16min""},""instrument"":{""automatic"":""GOTO"",""expert"":""COLIBRI""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_start""},""timezone_raw"":{""automatic"":"""",""expert"":""UT""}}","{""comment"":{""automatic"":"""",""expert"":""mid time to compute""},""exposure_time_raw"":{""automatic"":"""",""expert"":""16min""},""instrument"":{""automatic"":""GOTO"",""expert"":""COLIBRI""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_start""},""timezone_raw"":{""automatic"":"""",""expert"":""UT""}}",
PHOTOMETRIC_MEASUREMENT,EXPERT_ONLY,,12,,11462:11480,,<unset>,,y = 18.25 +/- 0.28,,{},{},
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,12,13,13818:13885,13818:13885,detection,detection,| 61202.1079 | 2.81 | g | 18.85 |,| 61202.1079 | 2.81 | g | 18.85 |,1.00000000,"{""comment"":{""automatic"":"""",""expert"":""no errors ?""},""instrument"":{""automatic"":"""",""expert"":""NOT""}}","{""comment"":{""automatic"":"""",""expert"":""no errors ?""},""instrument"":{""automatic"":"""",""expert"":""NOT""}}",
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,13,14,13887:13954,13887:13954,detection,detection,| 61202.1090 | 2.84 | r | 18.40 |,| 61202.1090 | 2.84 | r | 18.40 |,1.00000000,"{""comment"":{""automatic"":"""",""expert"":""no error ?""},""instrument"":{""automatic"":"""",""expert"":""NOT""}}","{""comment"":{""automatic"":"""",""expert"":""no error ?""},""instrument"":{""automatic"":"""",""expert"":""NOT""}}",
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,14,15,13956:14023,13956:14023,detection,detection,| 61202.1100 | 2.87 | i | 18.14 |,| 61202.1100 | 2.87 | i | 18.14 |,1.00000000,"{""comment"":{""automatic"":"""",""expert"":""no error ?""},""instrument"":{""automatic"":"""",""expert"":""NOT""}}","{""comment"":{""automatic"":"""",""expert"":""no error ?""},""instrument"":{""automatic"":"""",""expert"":""NOT""}}",
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,15,16,14025:14092,14025:14092,detection,detection,| 61202.1111 | 2.90 | z | 17.92 |,| 61202.1111 | 2.90 | z | 17.92 |,1.00000000,"{""comment"":{""automatic"":"""",""expert"":""no error ?""},""instrument"":{""automatic"":"""",""expert"":""NOT""}}","{""comment"":{""automatic"":"""",""expert"":""no error ?""},""instrument"":{""automatic"":"""",""expert"":""NOT""}}",
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,16,17,14094:14160,14094:14160,detection,detection,| 61202.1264 | 3.27 | g | 19.00 |,| 61202.1264 | 3.27 | g | 19.00 |,1.00000000,"{""comment"":{""automatic"":"""",""expert"":""no error ?""},""instrument"":{""automatic"":"""",""expert"":""NOT""}}","{""comment"":{""automatic"":"""",""expert"":""no error ?""},""instrument"":{""automatic"":"""",""expert"":""NOT""}}",
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,17,18,14162:14229,14162:14229,detection,detection,| 61202.1275 | 3.29 | r | 18.49 |,| 61202.1275 | 3.29 | r | 18.49 |,1.00000000,"{""comment"":{""automatic"":"""",""expert"":""no error ?""},""instrument"":{""automatic"":"""",""expert"":""NOT""}}","{""comment"":{""automatic"":"""",""expert"":""no error ?""},""instrument"":{""automatic"":"""",""expert"":""NOT""}}",
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,18,19,14231:14298,14231:14298,detection,detection,| 61202.1285 | 3.31 | i | 18.25 |,| 61202.1285 | 3.31 | i | 18.25 |,1.00000000,"{""comment"":{""automatic"":"""",""expert"":""no error ?""},""instrument"":{""automatic"":"""",""expert"":""NOT""}}","{""comment"":{""automatic"":"""",""expert"":""no error ?""},""instrument"":{""automatic"":"""",""expert"":""NOT""}}",
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,19,20,14300:14367,14300:14367,detection,detection,| 61202.1296 | 3.34 | z | 18.04 |,| 61202.1296 | 3.34 | z | 18.04 |,1.00000000,"{""comment"":{""automatic"":"""",""expert"":""no error ?""},""instrument"":{""automatic"":"""",""expert"":""NOT""}}","{""comment"":{""automatic"":"""",""expert"":""no error ?""},""instrument"":{""automatic"":"""",""expert"":""NOT""}}",
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,20,21,16115:16172,16115:16172,detection,detection,2026-06-11 19:43:01 1.40315 2*300 Rc 19.73 0.03 22.6,2026-06-11 19:43:01 1.40315 2*300 Rc 19.73 0.03 22.6,1.00000000,"{""comment"":{""automatic"":""photometric system is unknown"",""expert"":""photometric system is unknown: still unknown""},""instrument"":{""automatic"":"""",""expert"":""SAO""},""magnitude_or_limit"":{""automatic"":""19.73"",""expert"":""19.73 and UL is : 22.6""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_start""},""timezone_raw"":{""automatic"":"""",""expert"":""UT""}}","{""comment"":{""automatic"":""photometric system is unknown"",""expert"":""photometric system is unknown: still unknown""},""instrument"":{""automatic"":"""",""expert"":""SAO""},""magnitude_or_limit"":{""automatic"":""19.73"",""expert"":""19.73 and UL is : 22.6""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_start""},""timezone_raw"":{""automatic"":"""",""expert"":""UT""}}",
PHOTOMETRIC_MEASUREMENT,AUTOMATIC_ONLY,21,,16115:16172,,upper_limit,,2026-06-11 19:43:01 1.40315 2*300 Rc 19.73 0.03 22.6,,,{},{},
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,22,22,17388:17460,17388:17460,detection,detection,| 2026-06-11 | 21:41:52 | 0.913 | 3*180 | SDSS-r | 20.04 | 0.06 |,| 2026-06-11 | 21:41:52 | 0.913 | 3*180 | SDSS-r | 20.04 | 0.06 |,1.00000000,"{""instrument"":{""automatic"":"""",""expert"":""IAC-80""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_start""},""timezone_raw"":{""automatic"":"""",""expert"":""UT""}}","{""instrument"":{""automatic"":"""",""expert"":""IAC-80""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_start""},""timezone_raw"":{""automatic"":"""",""expert"":""UT""}}",
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,23,23,17461:17533,17461:17533,detection,detection,| 2026-06-11 | 22:03:58 | 0.928 | 3*180 | Rc | 19.85 | 0.06 |,| 2026-06-11 | 22:03:58 | 0.928 | 3*180 | Rc | 19.85 | 0.06 |,1.00000000,"{""instrument"":{""automatic"":"""",""expert"":""IAC-80""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_start""},""timezone_raw"":{""automatic"":"""",""expert"":""UT""}}","{""instrument"":{""automatic"":"""",""expert"":""IAC-80""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_start""},""timezone_raw"":{""automatic"":"""",""expert"":""UT""}}",
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,24,24,17534:17606,17534:17606,detection,detection,| 2026-06-11 | 22:17:05 | 0.938 | 3*180 | Ic | 19.23 | 0.05 |,| 2026-06-11 | 22:17:05 | 0.938 | 3*180 | Ic | 19.23 | 0.05 |,1.00000000,"{""instrument"":{""automatic"":"""",""expert"":""IAC-80""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_start""},""timezone_raw"":{""automatic"":"""",""expert"":""UT""}}","{""instrument"":{""automatic"":"""",""expert"":""IAC-80""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_start""},""timezone_raw"":{""automatic"":"""",""expert"":""UT""}}",
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,25,25,17607:17679,17607:17679,detection,detection,| 2026-06-11 | 22:25:33 | 0.943 | 3*180 | B | 20.94 | 0.13 |,| 2026-06-11 | 22:25:33 | 0.943 | 3*180 | B | 20.94 | 0.13 |,1.00000000,"{""instrument"":{""automatic"":"""",""expert"":""IAC-80""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_start""},""timezone_raw"":{""automatic"":"""",""expert"":""UT""}}","{""instrument"":{""automatic"":"""",""expert"":""IAC-80""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_start""},""timezone_raw"":{""automatic"":"""",""expert"":""UT""}}",
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,26,26,17680:17752,17680:17752,detection,detection,| 2026-06-12 | 01:20:48 | 1.065 | 3*120 | B | 21.47 | 0.26 |,| 2026-06-12 | 01:20:48 | 1.065 | 3*120 | B | 21.47 | 0.26 |,1.00000000,"{""instrument"":{""automatic"":"""",""expert"":""IAC-80""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_start""},""timezone_raw"":{""automatic"":"""",""expert"":""UT""}}","{""instrument"":{""automatic"":"""",""expert"":""IAC-80""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_start""},""timezone_raw"":{""automatic"":"""",""expert"":""UT""}}",
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,27,27,17753:17825,17753:17825,detection,detection,| 2026-06-12 | 01:27:40 | 1.070 | 3*120 | V | 20.35 | 0.09 |,| 2026-06-12 | 01:27:40 | 1.070 | 3*120 | V | 20.35 | 0.09 |,1.00000000,"{""instrument"":{""automatic"":"""",""expert"":""IAC-80""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_start""},""timezone_raw"":{""automatic"":"""",""expert"":""UT""}}","{""instrument"":{""automatic"":"""",""expert"":""IAC-80""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_start""},""timezone_raw"":{""automatic"":"""",""expert"":""UT""}}",
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,28,28,17826:17898,17826:17898,detection,detection,| 2026-06-12 | 01:34:33 | 1.075 | 3*120 | Ic | 19.40 | 0.08 |,| 2026-06-12 | 01:34:33 | 1.075 | 3*120 | Ic | 19.40 | 0.08 |,1.00000000,"{""instrument"":{""automatic"":"""",""expert"":""IAC-80""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_start""},""timezone_raw"":{""automatic"":"""",""expert"":""UT""}}","{""instrument"":{""automatic"":"""",""expert"":""IAC-80""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_start""},""timezone_raw"":{""automatic"":"""",""expert"":""UT""}}",
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,29,29,17899:17971,17899:17971,detection,detection,| 2026-06-12 | 01:41:26 | 1.080 | 3*120 | SDSS-r | 20.26 | 0.09 |,| 2026-06-12 | 01:41:26 | 1.080 | 3*120 | SDSS-r | 20.26 | 0.09 |,1.00000000,"{""instrument"":{""automatic"":"""",""expert"":""IAC-80""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_start""},""timezone_raw"":{""automatic"":"""",""expert"":""UT""}}","{""instrument"":{""automatic"":"""",""expert"":""IAC-80""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_start""},""timezone_raw"":{""automatic"":"""",""expert"":""UT""}}",
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,30,30,19199:19223,19199:19223,detection,detection,Rc = 19.44 +/- 0.16 mag,Rc = 19.44 +/- 0.16 mag,1.00000000,"{""certainty"":{""automatic"":""tentative"",""expert"":""confirmed""},""exposure_time_raw"":{""automatic"":"""",""expert"":""8*300""},""instrument"":{""automatic"":"""",""expert"":""OASDG""},""obs_time_raw"":{""automatic"":""0.917 days after the GRB trigger"",""expert"":""2026 June 11 at 21:44 UT""},""obs_time_reference"":{""automatic"":""trigger_time_t0"",""expert"":""observation_start""},""obs_time_type"":{""automatic"":""relative_to_trigger"",""expert"":""utc_datetime""},""timezone_raw"":{""automatic"":"""",""expert"":""UT""}}","{""certainty"":{""automatic"":""tentative"",""expert"":""confirmed""},""exposure_time_raw"":{""automatic"":"""",""expert"":""8*300""},""instrument"":{""automatic"":"""",""expert"":""OASDG""},""obs_time_raw"":{""automatic"":""0.917 days after the GRB trigger"",""expert"":""2026 June 11 at 21:44 UT""},""obs_time_reference"":{""automatic"":""trigger_time_t0"",""expert"":""observation_start""},""obs_time_type"":{""automatic"":""relative_to_trigger"",""expert"":""utc_datetime""},""timezone_raw"":{""automatic"":"""",""expert"":""UT""}}",
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,31,31,19223:19247,19223:19247,detection,detection,Ic = 19.28 +/- 0.16 mag,Ic = 19.28 +/- 0.16 mag,1.00000000,"{""certainty"":{""automatic"":""tentative"",""expert"":""confirmed""},""exposure_time_raw"":{""automatic"":"""",""expert"":""8*300s""},""instrument"":{""automatic"":"""",""expert"":""OASDG""},""obs_time_raw"":{""automatic"":""0.917 days after the GRB trigger"",""expert"":""2026 June 11 at 21:44 UT""},""obs_time_reference"":{""automatic"":""trigger_time_t0"",""expert"":""observation_start""},""obs_time_type"":{""automatic"":""relative_to_trigger"",""expert"":""utc_datetime""},""timezone_raw"":{""automatic"":"""",""expert"":""UT""}}","{""certainty"":{""automatic"":""tentative"",""expert"":""confirmed""},""exposure_time_raw"":{""automatic"":"""",""expert"":""8*300s""},""instrument"":{""automatic"":"""",""expert"":""OASDG""},""obs_time_raw"":{""automatic"":""0.917 days after the GRB trigger"",""expert"":""2026 June 11 at 21:44 UT""},""obs_time_reference"":{""automatic"":""trigger_time_t0"",""expert"":""observation_start""},""obs_time_type"":{""automatic"":""relative_to_trigger"",""expert"":""utc_datetime""},""timezone_raw"":{""automatic"":"""",""expert"":""UT""}}",
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,32,32,20378:20428,20378:20428,detection,detection,14.50 h VT_B 30*70 s 20.10 +/-0.06 mag,14.50 h VT_B 30*70 s 20.10 +/-0.06 mag,1.00000000,"{""instrument"":{""automatic"":"""",""expert"":""VT""},""obs_time_reference"":{""automatic"":""trigger_time_t0"",""expert"":""observation_mid""}}","{""instrument"":{""automatic"":"""",""expert"":""VT""},""obs_time_reference"":{""automatic"":""trigger_time_t0"",""expert"":""observation_mid""}}",
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,33,33,20429:20479,20429:20479,detection,detection,16.12 h VT_B 29*70 s 20.16 +/-0.06 mag,16.12 h VT_B 29*70 s 20.16 +/-0.06 mag,1.00000000,"{""instrument"":{""automatic"":"""",""expert"":""VT""},""obs_time_reference"":{""automatic"":""trigger_time_t0"",""expert"":""observation_mid""}}","{""instrument"":{""automatic"":"""",""expert"":""VT""},""obs_time_reference"":{""automatic"":""trigger_time_t0"",""expert"":""observation_mid""}}",
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,34,34,20480:20530,20480:20530,detection,detection,14.52 h VT_R 28*70 s 19.38 +/-0.06 mag,14.52 h VT_R 28*70 s 19.38 +/-0.06 mag,1.00000000,"{""instrument"":{""automatic"":"""",""expert"":""VT""},""obs_time_reference"":{""automatic"":""trigger_time_t0"",""expert"":""observation_mid""}}","{""instrument"":{""automatic"":"""",""expert"":""VT""},""obs_time_reference"":{""automatic"":""trigger_time_t0"",""expert"":""observation_mid""}}",
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,35,35,20531:20581,20531:20581,detection,detection,16.15 h VT_R 26*70 s 19.49 +/-0.06 mag,16.15 h VT_R 26*70 s 19.49 +/-0.06 mag,1.00000000,"{""instrument"":{""automatic"":"""",""expert"":""VT""},""obs_time_reference"":{""automatic"":""trigger_time_t0"",""expert"":""observation_mid""}}","{""instrument"":{""automatic"":"""",""expert"":""VT""},""obs_time_reference"":{""automatic"":""trigger_time_t0"",""expert"":""observation_mid""}}",
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,36,36,22159:22220,22159:22220,detection,detection,| 61202.98947 | 23.98 h | r | 20.22 ± 0.02 |,| 61202.98947 | 23.98 h | r | 20.22 ± 0.02 |,1.00000000,"{""instrument"":{""automatic"":"""",""expert"":""2m robotic Liverpool Telescope""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_mid""}}","{""instrument"":{""automatic"":"""",""expert"":""2m robotic Liverpool Telescope""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_mid""}}",
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,37,37,22221:22282,22221:22282,detection,detection,| 61202.99795 | 24.18 h | i | 19.89 ± 0.02 |,| 61202.99795 | 24.18 h | i | 19.89 ± 0.02 |,1.00000000,"{""instrument"":{""automatic"":"""",""expert"":""2m robotic Liverpool Telescope""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_mid""}}","{""instrument"":{""automatic"":"""",""expert"":""2m robotic Liverpool Telescope""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_mid""}}",
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,38,38,22283:22344,22283:22344,detection,detection,| 61203.00646 | 24.38 h | z | 19.78 ± 0.05 |,| 61203.00646 | 24.38 h | z | 19.78 ± 0.05 |,1.00000000,"{""instrument"":{""automatic"":"""",""expert"":""2m robotic Liverpool Telescope""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_mid""}}","{""instrument"":{""automatic"":"""",""expert"":""2m robotic Liverpool Telescope""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_mid""}}",
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,39,39,22345:22406,22345:22406,detection,detection,| 61203.01493 | 24.59 h | g | 20.66 ± 0.03 |,| 61203.01493 | 24.59 h | g | 20.66 ± 0.03 |,1.00000000,"{""instrument"":{""automatic"":"""",""expert"":""2m robotic Liverpool Telescope""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_mid""}}","{""instrument"":{""automatic"":"""",""expert"":""2m robotic Liverpool Telescope""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_mid""}}",
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,40,40,23562:23619,23562:23619,detection,detection,2026-06-12 19:21:03 2.41821 5*300 Rc 20.61 0.03 23.5,2026-06-12 19:21:03 2.41821 5*300 Rc 20.61 0.03 23.5,1.00000000,"{""instrument"":{""automatic"":"""",""expert"":""SAO RAS""},""magnitude_or_limit"":{""automatic"":""20.61"",""expert"":""20.61 / UL:23.5""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_start""},""timezone_raw"":{""automatic"":"""",""expert"":""UT""}}","{""instrument"":{""automatic"":"""",""expert"":""SAO RAS""},""magnitude_or_limit"":{""automatic"":""20.61"",""expert"":""20.61 / UL:23.5""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_start""},""timezone_raw"":{""automatic"":"""",""expert"":""UT""}}",
PHOTOMETRIC_MEASUREMENT,AUTOMATIC_ONLY,41,,23562:23619,,upper_limit,,2026-06-12 19:21:03 2.41821 5*300 Rc 20.61 0.03 23.5,,,{},{},
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,42,41,29309:29368,29309:29368,detection,detection,| 61204.05962 | 49.66 h | r | 21.05 ± 0.07 |,| 61204.05962 | 49.66 h | r | 21.05 ± 0.07 |,1.00000000,"{""instrument"":{""automatic"":"""",""expert"":""2m robotic Liverpool Telescope""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_mid""}}","{""instrument"":{""automatic"":"""",""expert"":""2m robotic Liverpool Telescope""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_mid""}}",
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,43,42,29369:29428,29369:29428,detection,detection,| 61204.07237 | 49.97 h | i | 20.61 ± 0.09 |,| 61204.07237 | 49.97 h | i | 20.61 ± 0.09 |,1.00000000,"{""instrument"":{""automatic"":"""",""expert"":""2m robotic Liverpool Telescope""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_mid""}}","{""instrument"":{""automatic"":"""",""expert"":""2m robotic Liverpool Telescope""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_mid""}}",
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,44,43,29429:29488,29429:29488,detection,detection,| 61204.07751 | 50.08 h | z | 20.28 ± 0.12 |,| 61204.07751 | 50.08 h | z | 20.28 ± 0.12 |,1.00000000,"{""instrument"":{""automatic"":"""",""expert"":""2m robotic Liverpool Telescope""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_mid""}}","{""instrument"":{""automatic"":"""",""expert"":""2m robotic Liverpool Telescope""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_mid""}}",
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,45,44,29489:29548,29489:29548,detection,detection,| 61204.08753 | 50.33 h | g | 21.40 ± 0.14 |,| 61204.08753 | 50.33 h | g | 21.40 ± 0.14 |,1.00000000,"{""instrument"":{""automatic"":"""",""expert"":""2m robotic Liverpool Telescope""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_mid""}}","{""instrument"":{""automatic"":"""",""expert"":""2m robotic Liverpool Telescope""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_mid""}}",
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,46,45,34702:34768,34702:34768,detection,detection,2026-06-11 21:33:51 1.48481 3x120+12x90 R 19.81 0.06 22.4,2026-06-11 21:33:51 1.48481 3x120+12x90 R 19.81 0.06 22.4,1.00000000,"{""instrument"":{""automatic"":"""",""expert"":""2-meter telescope of the Terskol Observatory""},""magnitude_or_limit"":{""automatic"":""19.81"",""expert"":""19.81 ; UL: 22.4""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_start""}}","{""instrument"":{""automatic"":"""",""expert"":""2-meter telescope of the Terskol Observatory""},""magnitude_or_limit"":{""automatic"":""19.81"",""expert"":""19.81 ; UL: 22.4""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_start""}}",
PHOTOMETRIC_MEASUREMENT,AUTOMATIC_ONLY,47,,34702:34768,,upper_limit,,2026-06-11 21:33:51 1.48481 3x120+12x90 R 19.81 0.06 22.4,,,{},{},
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,48,46,34769:34835,34769:34835,detection,detection,2026-06-12 19:46:19 2.40802 9x120 R 20.70 0.13 22.3,2026-06-12 19:46:19 2.40802 9x120 R 20.70 0.13 22.3,1.00000000,"{""instrument"":{""automatic"":"""",""expert"":""2-meter telescope of the Terskol Observatory""},""magnitude_or_limit"":{""automatic"":""20.70"",""expert"":""20.70 ; UL:22.3""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_start""}}","{""instrument"":{""automatic"":"""",""expert"":""2-meter telescope of the Terskol Observatory""},""magnitude_or_limit"":{""automatic"":""20.7"",""expert"":""20.70 ; UL:22.3""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_start""}}",
PHOTOMETRIC_MEASUREMENT,AUTOMATIC_ONLY,49,,34769:34835,,upper_limit,,2026-06-12 19:46:19 2.40802 9x120 R 20.70 0.13 22.3,,,{},{},
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,50,47,36962:36988,36962:36988,detection,detection,61205.271 | g | 21.7+/-0.2,61205.271 | g | 21.7+/-0.2,1.00000000,"{""instrument"":{""automatic"":"""",""expert"":""Pan-STARRS""}}","{""instrument"":{""automatic"":"""",""expert"":""Pan-STARRS""}}",
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,51,48,36989:37015,36989:37015,detection,detection,61205.273 | r | 21.2+/-0.1,61205.273 | r | 21.2+/-0.1,1.00000000,"{""instrument"":{""automatic"":"""",""expert"":""Pan-STARRS""}}","{""instrument"":{""automatic"":"""",""expert"":""Pan-STARRS""}}",
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,52,49,37016:37042,37016:37042,detection,detection,61205.276 | i | 20.9+/-0.1,61205.276 | i | 20.9+/-0.1,1.00000000,"{""instrument"":{""automatic"":"""",""expert"":""Pan-STARRS""}}","{""instrument"":{""automatic"":"""",""expert"":""Pan-STARRS""}}",
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,53,50,37043:37069,37043:37069,detection,detection,61205.278 | z | 20.7+/-0.2,61205.278 | z | 20.7+/-0.2,1.00000000,"{""instrument"":{""automatic"":"""",""expert"":""Pan-STARRS""}}","{""instrument"":{""automatic"":"""",""expert"":""Pan-STARRS""}}",
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,54,51,37070:37096,37070:37096,detection,detection,61206.276 | g | 21.8+/-0.3,61206.276 | g | 21.8+/-0.3,1.00000000,"{""instrument"":{""automatic"":"""",""expert"":""Pan-STARRS""}}","{""instrument"":{""automatic"":"""",""expert"":""Pan-STARRS""}}",
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,55,52,37097:37123,37097:37123,detection,detection,61206.270 | r | 21.3+/-0.2,61206.270 | r | 21.3+/-0.2,1.00000000,"{""instrument"":{""automatic"":"""",""expert"":""Pan-STARRS""}}","{""instrument"":{""automatic"":"""",""expert"":""Pan-STARRS""}}",
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,56,53,37124:37150,37124:37150,detection,detection,61206.268 | i | 20.7+/-0.2,61206.268 | i | 20.7+/-0.2,1.00000000,"{""instrument"":{""automatic"":"""",""expert"":""Pan-STARRS""}}","{""instrument"":{""automatic"":"""",""expert"":""Pan-STARRS""}}",
